num__age,num__total_spent,num__avg_spent,num__num_transactions,num__recency_days,num__tickets_count,cat__gender_F,cat__gender_M,cat__maritalstatus_Divorced,cat__maritalstatus_Married,cat__maritalstatus_Single,cat__maritalstatus_Widowed,cat__incomelevel_High,cat__incomelevel_Low,cat__incomelevel_Medium
1.2296280895906782,-1.1521961328580568,2.1137904997984616,-1.5579540466010575,2.553961890840164,-1.223521960580991,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.4265471238495815,0.3797578126135717,-0.34974710603455245,0.7478486864049475,-0.458190287718171,-1.223521960580991,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-1.6585177462065699,0.5904807247183774,0.4414740130717631,0.36354823090394667,0.07560883253267311,-1.223521960580991,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-1.4615987119476666,-0.47382169757285814,-0.8237234724617574,-0.02075222459705415,-0.9411513965165538,1.223521960580991,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-1.4615987119476666,0.9948449346207011,0.01739172016220301,1.1321491419059484,-0.8648943793378617,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.9014296991591727,-0.139233376089913,-0.20103232567424764,-0.02075222459705415,-0.19129072759274895,-1.223521960580991,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.06776064342986,-1.5989054072525135,-2.042988032106742,-1.5579540466010575,-0.12774321327717228,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.41136386256684915,1.056330618475401,0.5496436405660541,0.7478486864049475,-0.33109525908701765,1.223521960580991,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.280084506394247,0.06795400759760309,0.1845571921441715,-0.02075222459705415,-0.06419569896159559,-1.223521960580991,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.6234661581084848,0.17648524774826516,-0.619964091248357,0.7478486864049475,-0.21670973331897964,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.7045106649002695,0.6322703996890204,1.2347875761126272,-0.02075222459705415,-0.7759278592960545,1.223521960580991,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.14880515022164478,-1.598404202074584,-2.038324151047807,-1.5579540466010575,-0.2421287390452103,1.223521960580991,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-1.2646796776887634,-1.1853569511167714,-1.4890786267019012,-0.7893531355990558,0.2154133640269418,-1.223521960580991,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.08316547213534368,2.1355608274174145,0.8464053319183777,1.5164495974069492,-0.3183857562239023,1.223521960580991,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.08316547213534368,0.8763573213408905,-0.1204291164003058,1.1321491419059484,-0.8013468650222851,1.223521960580991,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.8708416091709568,1.019634271799397,-0.30738001833702133,1.5164495974069492,-0.7759278592960545,1.223521960580991,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-1.5928780681202688,0.48521409126720466,-0.20956056532487133,0.7478486864049475,-0.5217378020337476,1.223521960580991,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.8357900210728716,-0.42764309077385554,-0.7377820101379264,-0.02075222459705415,0.5712794441941712,-1.223521960580991,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.9014296991591727,-0.33840147693055034,-0.5716974241040759,-0.02075222459705415,-0.8776038822009771,1.223521960580991,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.14880515022164478,2.043799641598569,0.7515310667735597,1.5164495974069492,-0.8140563678854005,-1.223521960580991,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.3609074457632804,-0.4796058762478872,-0.8344882141491368,-0.02075222459705415,0.9271455243614006,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.08316547213534368,0.42758904189115415,0.1888471223794625,0.36354823090394667,-0.06419569896159559,1.223521960580991,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5426432187394513,0.30297859778906455,1.5614987468329813,-0.40505268009805495,-0.30567625336078696,1.223521960580991,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.7701503429865705,-0.16777497906013825,-0.2541501494103319,-0.02075222459705415,-0.7505088535698238,-1.223521960580991,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.01752579404904259,-0.6804265995671043,0.07710305322417309,-0.7893531355990558,0.08831833539578844,-1.223521960580991,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.8052019310846557,-0.9418796033299514,-0.7338660307262803,-0.7893531355990558,-0.9538608993796691,-1.223521960580991,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-1.1334003215161612,1.2781071366664445,0.34687285807904533,1.1321491419059484,-0.343804761950133,-1.223521960580991,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-1.06776064342986,0.5895054065342975,0.439961402998595,0.36354823090394667,-0.8267658707485157,1.223521960580991,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
-0.34572418448054804,-0.5608146611584239,0.4481126906151114,-0.7893531355990558,0.2535418726162878,1.223521960580991,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.689105836194786,-0.7591429046738813,1.3175273471149194,-1.1736535911000565,0.3425083926580952,1.223521960580991,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.6082828968257524,-0.21472571275487065,-0.3415285913036726,-0.02075222459705415,-0.7123803449804778,1.223521960580991,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.689105836194786,-0.05629069218545658,-0.04667046770744943,-0.02075222459705415,0.12644684398513445,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-1.3303193557750645,-0.7830652923556174,1.206224455897638,-1.1736535911000565,-0.30567625336078696,-1.223521960580991,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.6739225749120535,0.8389430321127168,-0.49420136802209963,1.5164495974069492,-0.8776038822009771,1.223521960580991,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
